vacancies_count,id,vacancies_url,name
32,2040069,https://api.hh.ru/vacancies?employer_id=2040069&locale=RU,Барнаульский завод механических прессов
32,4616585,https://api.hh.ru/vacancies?employer_id=4616585&locale=RU,Алтайбурмаш
32,9540231,https://api.hh.ru/vacancies?employer_id=9540231&locale=RU,Рестораны Грильница (Правообладатель ИП Иванов Евгений Дмитриевич)
31,201522,https://api.hh.ru/vacancies?employer_id=201522&locale=RU,ТСК Автомобильный
31,3265508,https://api.hh.ru/vacancies?employer_id=3265508&locale=RU,БЗКО Энергия
31,3329483,https://api.hh.ru/vacancies?employer_id=3329483&locale=RU,КГБУЗ Алтайский краевой клинический перинатальный центр
30,3477630,https://api.hh.ru/vacancies?employer_id=3477630&locale=RU,ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ МЕЖРЕГИОНЭНЕРГОСЕРВИС
29,240193,https://api.hh.ru/vacancies?employer_id=240193&locale=RU,Жираф
29,1152116,https://api.hh.ru/vacancies?employer_id=1152116&locale=RU,Барнаульский водоканал
29,1637211,https://api.hh.ru/vacancies?employer_id=1637211&locale=RU,МЕШКОГРАД
29,2736508,https://api.hh.ru/vacancies?employer_id=2736508&locale=RU,Горизонт
28,1220497,https://api.hh.ru/vacancies?employer_id=1220497&locale=RU,КГБУЗ Консультативно-Диагностический Центр Алтайского Края
28,6107800,https://api.hh.ru/vacancies?employer_id=6107800&locale=RU,Нечаева Мария Васильевна
27,4987948,https://api.hh.ru/vacancies?employer_id=4987948&locale=RU,ГУ МВД России по Алтайскому краю
27,9394986,https://api.hh.ru/vacancies?employer_id=9394986&locale=RU,Проскуряков Иван Константинович
26,3687902,https://api.hh.ru/vacancies?employer_id=3687902&locale=RU,КГБУЗ Алтайский Краевой Клинический Центр Охраны Материнства и Детства
25,1893791,https://api.hh.ru/vacancies?employer_id=1893791&locale=RU,Русский холод
25,3301075,https://api.hh.ru/vacancies?employer_id=3301075&locale=RU,Агентство недвижимости Династия 24
25,5002264,https://api.hh.ru/vacancies?employer_id=5002264&locale=RU,Приобские Сети
25,9881223,https://api.hh.ru/vacancies?employer_id=9881223&locale=RU,УК Алтайский завод прецизионных изделий
24,1286070,https://api.hh.ru/vacancies?employer_id=1286070&locale=RU,Алтайкрайгазсервис
23,3830447,https://api.hh.ru/vacancies?employer_id=3830447&locale=RU,АПЗ Ротор
22,694315,https://api.hh.ru/vacancies?employer_id=694315&locale=RU,"Арсенал, сеть строительных супермаркетов"
22,974825,https://api.hh.ru/vacancies?employer_id=974825&locale=RU,АГФЗ
22,10152345,https://api.hh.ru/vacancies?employer_id=10152345&locale=RU,Лэнд
22,10331644,https://api.hh.ru/vacancies?employer_id=10331644&locale=RU,Сатурн Сибирь (обособленное подразделение г.Барнаул)
21,946860,https://api.hh.ru/vacancies?employer_id=946860&locale=RU,Персона Грата
21,1967478,https://api.hh.ru/vacancies?employer_id=1967478&locale=RU,Здоровое поколение
21,2135285,https://api.hh.ru/vacancies?employer_id=2135285&locale=RU,Барнаульский завод АТИ
21,2603762,https://api.hh.ru/vacancies?employer_id=2603762&locale=RU,Конти
21,2622578,https://api.hh.ru/vacancies?employer_id=2622578&locale=RU,Альянс
21,3612731,https://api.hh.ru/vacancies?employer_id=3612731&locale=RU,Верхаус
21,9630051,https://api.hh.ru/vacancies?employer_id=9630051&locale=RU,Интерполе
21,10856004,https://api.hh.ru/vacancies?employer_id=10856004&locale=RU,Хвоя
21,11293632,https://api.hh.ru/vacancies?employer_id=11293632&locale=RU,Березина Валерия Валериевна
20,988040,https://api.hh.ru/vacancies?employer_id=988040&locale=RU,Барнаульская Горэлектросеть
20,1057667,https://api.hh.ru/vacancies?employer_id=1057667&locale=RU,Санаторий Обские плёсы
20,3891112,https://api.hh.ru/vacancies?employer_id=3891112&locale=RU,Администрация Города Барнаула Алтайского Края
20,11738294,https://api.hh.ru/vacancies?employer_id=11738294&locale=RU,Данченко Антон Олегович
19,611050,https://api.hh.ru/vacancies?employer_id=611050&locale=RU,ASM GROUP
19,852981,https://api.hh.ru/vacancies?employer_id=852981&locale=RU,Компаньон
19,1018414,https://api.hh.ru/vacancies?employer_id=1018414&locale=RU,КГБУ Санаторий Обь
19,1080705,https://api.hh.ru/vacancies?employer_id=1080705&locale=RU,IVANOR (Иванор)
19,1859548,https://api.hh.ru/vacancies?employer_id=1859548&locale=RU,Три слона
19,2140283,https://api.hh.ru/vacancies?employer_id=2140283&locale=RU,Сеть стоматологических клиник СемьяДент
19,10017135,https://api.hh.ru/vacancies?employer_id=10017135&locale=RU,НПП АЗПОМ НГК
18,1490605,https://api.hh.ru/vacancies?employer_id=1490605&locale=RU,НК «Роснефть»-Алтайнефтепродукт
18,2134908,https://api.hh.ru/vacancies?employer_id=2134908&locale=RU,Подкова/ТТ
18,2529692,https://api.hh.ru/vacancies?employer_id=2529692&locale=RU,Анитим
18,2676358,https://api.hh.ru/vacancies?employer_id=2676358&locale=RU,АЗСМ
18,3484703,https://api.hh.ru/vacancies?employer_id=3484703&locale=RU,Милана
18,3572793,https://api.hh.ru/vacancies?employer_id=3572793&locale=RU,Бродич
17,1875060,https://api.hh.ru/vacancies?employer_id=1875060&locale=RU,Телефоника
17,4141580,https://api.hh.ru/vacancies?employer_id=4141580&locale=RU,Алтайский завод агрегатов
17,4614042,https://api.hh.ru/vacancies?employer_id=4614042&locale=RU,КГБУЗ Алтайский краевой наркологический диспансер
17,6175060,https://api.hh.ru/vacancies?employer_id=6175060&locale=RU,Студия балета и растяжки LEVITA (ИП Мартияненко Николай Дмитриевич)
16,1014495,https://api.hh.ru/vacancies?employer_id=1014495&locale=RU,АКТО
16,1313601,https://api.hh.ru/vacancies?employer_id=1313601&locale=RU,Сафари — фитнес-клуб
16,2721844,https://api.hh.ru/vacancies?employer_id=2721844&locale=RU,Априори (ООО Олимп)
16,2897019,https://api.hh.ru/vacancies?employer_id=2897019&locale=RU,ФЛОРИС
16,4245279,https://api.hh.ru/vacancies?employer_id=4245279&locale=RU,КГБУЗ Детская городская клиническая больница № 7
16,5924674,https://api.hh.ru/vacancies?employer_id=5924674&locale=RU,Алтайские мастера
15,3177519,https://api.hh.ru/vacancies?employer_id=3177519&locale=RU,АПС Групп
15,4495148,https://api.hh.ru/vacancies?employer_id=4495148&locale=RU,СМГ
15,9788860,https://api.hh.ru/vacancies?employer_id=9788860&locale=RU,Самолет Плюс (ООО Перспектива24-Барнаул)
14,1057348,https://api.hh.ru/vacancies?employer_id=1057348&locale=RU,Центр гигиены и эпидемиологии в Алтайском крае
14,1138419,https://api.hh.ru/vacancies?employer_id=1138419&locale=RU,Триера
14,1935809,https://api.hh.ru/vacancies?employer_id=1935809&locale=RU,Рикон
14,2240557,https://api.hh.ru/vacancies?employer_id=2240557&locale=RU,БОЛЬШОЙ
14,2436623,https://api.hh.ru/vacancies?employer_id=2436623&locale=RU,Горно-Алтайск Нефтепродукт
14,3466884,https://api.hh.ru/vacancies?employer_id=3466884&locale=RU,Управление Железобетонные Изделия-100
14,4136906,https://api.hh.ru/vacancies?employer_id=4136906&locale=RU,ФГБОУ ВО Алтайский государственный университет
14,4412901,https://api.hh.ru/vacancies?employer_id=4412901&locale=RU,Чисто Дом
13,733993,https://api.hh.ru/vacancies?employer_id=733993&locale=RU,ПК Геркулес
13,907316,https://api.hh.ru/vacancies?employer_id=907316&locale=RU,"ЗДРАВГОРОД, Медицинский центр"
13,1039934,https://api.hh.ru/vacancies?employer_id=1039934&locale=RU,НТЦ Галэкс
13,2863775,https://api.hh.ru/vacancies?employer_id=2863775&locale=RU,КГБУЗ Краевой кожно-венерологический диспансер
13,2941811,https://api.hh.ru/vacancies?employer_id=2941811&locale=RU,Сервисмаркет
13,3661296,https://api.hh.ru/vacancies?employer_id=3661296&locale=RU,Сибирская Семечка
13,3674075,https://api.hh.ru/vacancies?employer_id=3674075&locale=RU,Стройконсалта
13,4854057,https://api.hh.ru/vacancies?employer_id=4854057&locale=RU,Производственная Компания Агро-Индустрия
13,10815980,https://api.hh.ru/vacancies?employer_id=10815980&locale=RU,Молоканова Анна Владимировна
12,1091647,https://api.hh.ru/vacancies?employer_id=1091647&locale=RU,Барнаульская водяная компания (ТМ Легенда жизни)
12,1157068,https://api.hh.ru/vacancies?employer_id=1157068&locale=RU,Фармгрупп
12,1220630,https://api.hh.ru/vacancies?employer_id=1220630&locale=RU,Техком-Автоматика
12,1538292,https://api.hh.ru/vacancies?employer_id=1538292&locale=RU,БКЖБИ № 1 им. В.И.Мудрика
12,1651992,https://api.hh.ru/vacancies?employer_id=1651992&locale=RU,Инстрой
12,1722479,https://api.hh.ru/vacancies?employer_id=1722479&locale=RU,Свик
12,2212203,https://api.hh.ru/vacancies?employer_id=2212203&locale=RU,Техресурс - Алтай
12,3960612,https://api.hh.ru/vacancies?employer_id=3960612&locale=RU,КГБУЗ Алтайский Краевой Кардиологический Диспансер
11,178937,https://api.hh.ru/vacancies?employer_id=178937&locale=RU,Алтайские колбасы (ТМ Барнаульский пищевик)
11,232984,https://api.hh.ru/vacancies?employer_id=232984&locale=RU,Филиал ПАО Россети Сибирь - Алтайэнерго
11,606784,https://api.hh.ru/vacancies?employer_id=606784&locale=RU,БизнесИнфоСервис
11,982694,https://api.hh.ru/vacancies?employer_id=982694&locale=RU,Группа Компаний РусТехника
11,1040418,https://api.hh.ru/vacancies?employer_id=1040418&locale=RU,КЗ ПромКотлоСнаб
11,1194366,https://api.hh.ru/vacancies?employer_id=1194366&locale=RU,Компания Ритейл Сервис
11,1271939,https://api.hh.ru/vacancies?employer_id=1271939&locale=RU,Барнаульский ВРЗ
11,1305267,https://api.hh.ru/vacancies?employer_id=1305267&locale=RU,Алтайкоммунпроект
11,1409205,https://api.hh.ru/vacancies?employer_id=1409205&locale=RU,Казачья станица
11,1992317,https://api.hh.ru/vacancies?employer_id=1992317&locale=RU,"КГБУЗ Городская больница №10,г.Барнаул"
11,2051498,https://api.hh.ru/vacancies?employer_id=2051498&locale=RU,Алтаймедтехника
11,2543519,https://api.hh.ru/vacancies?employer_id=2543519&locale=RU,ЛТБ
11,2801163,https://api.hh.ru/vacancies?employer_id=2801163&locale=RU,Комбинат школьного питания - Глобус
11,2859634,https://api.hh.ru/vacancies?employer_id=2859634&locale=RU,More Choice
11,2894814,https://api.hh.ru/vacancies?employer_id=2894814&locale=RU,"КГБУЗ Детская городская поликлиника №9, г.Барнаул"
11,3245822,https://api.hh.ru/vacancies?employer_id=3245822&locale=RU,Авиапредприятие Алтай
11,3296243,https://api.hh.ru/vacancies?employer_id=3296243&locale=RU,Алтайский вернисаж
11,3643129,https://api.hh.ru/vacancies?employer_id=3643129&locale=RU,Клинический лечебно-реабилитационный центр Территория здоровья
11,5791489,https://api.hh.ru/vacancies?employer_id=5791489&locale=RU,Nitrogen
11,6065488,https://api.hh.ru/vacancies?employer_id=6065488&locale=RU,Альянс-ГК
11,9842035,https://api.hh.ru/vacancies?employer_id=9842035&locale=RU,Автокомпас 122
10,126262,https://api.hh.ru/vacancies?employer_id=126262&locale=RU,НПО Барнаульский завод котельного оборудования
10,233217,https://api.hh.ru/vacancies?employer_id=233217&locale=RU,Geekspace
10,1114511,https://api.hh.ru/vacancies?employer_id=1114511&locale=RU,"ЯН, Транспортная компания"
10,1491392,https://api.hh.ru/vacancies?employer_id=1491392&locale=RU,"ФГБУ Федеральный центр травматологии, ортопедии и эндопротезирования"
10,1841797,https://api.hh.ru/vacancies?employer_id=1841797&locale=RU,"КГБУЗ Детская городская поликлиника №3, г. Барнаул"
10,1991061,https://api.hh.ru/vacancies?employer_id=1991061&locale=RU,"КГБУЗ Детская Городская Поликлиника № 5, г. Барнаул"
10,2135070,https://api.hh.ru/vacancies?employer_id=2135070&locale=RU,КГБУЗ Краевая клиническая больница скорой медицинской помощи
10,2141777,https://api.hh.ru/vacancies?employer_id=2141777&locale=RU,Green Side
10,2484030,https://api.hh.ru/vacancies?employer_id=2484030&locale=RU,АМСколор
10,3106743,https://api.hh.ru/vacancies?employer_id=3106743&locale=RU,Компания ЭлитУпаковка
10,3201358,https://api.hh.ru/vacancies?employer_id=3201358&locale=RU,Гостиница Барнаул
10,3453287,https://api.hh.ru/vacancies?employer_id=3453287&locale=RU,АСЛЗ (Алтайский Сталелитейный Завод)
10,3663648,https://api.hh.ru/vacancies?employer_id=3663648&locale=RU,Грильница (ИП Сартаков Алексей Анатольевич)
10,3781531,https://api.hh.ru/vacancies?employer_id=3781531&locale=RU,Барнаульский район водных путей и судоходства
10,3924631,https://api.hh.ru/vacancies?employer_id=3924631&locale=RU,"КГБУЗ Городская поликлиника № 10, г. Барнаул"
10,4666160,https://api.hh.ru/vacancies?employer_id=4666160&locale=RU,Зоомир
10,4835922,https://api.hh.ru/vacancies?employer_id=4835922&locale=RU,АС-Агро
10,5496941,https://api.hh.ru/vacancies?employer_id=5496941&locale=RU,Металл-Ресурс
10,5794722,https://api.hh.ru/vacancies?employer_id=5794722&locale=RU,Алтайский Завод Аграрного Машиностроения
10,8952216,https://api.hh.ru/vacancies?employer_id=8952216&locale=RU,Фатеев Алексей Павлович
10,10967565,https://api.hh.ru/vacancies?employer_id=10967565&locale=RU,Тонар-опт
10,11622899,https://api.hh.ru/vacancies?employer_id=11622899&locale=RU,К-Инвест Плюс
9,138432,https://api.hh.ru/vacancies?employer_id=138432&locale=RU,"А-Диск, Группа компаний"
9,705696,https://api.hh.ru/vacancies?employer_id=705696&locale=RU,Мартика
9,812945,https://api.hh.ru/vacancies?employer_id=812945&locale=RU,АвтоОпт
9,859579,https://api.hh.ru/vacancies?employer_id=859579&locale=RU,АртКроун
9,924078,https://api.hh.ru/vacancies?employer_id=924078&locale=RU,АгроПромСнаб
9,1120151,https://api.hh.ru/vacancies?employer_id=1120151&locale=RU,Научно-исследовательский центр Системы управления
9,1190194,https://api.hh.ru/vacancies?employer_id=1190194&locale=RU,Акцент-Авто
9,1376507,https://api.hh.ru/vacancies?employer_id=1376507&locale=RU,Сохрани зерно
9,1892311,https://api.hh.ru/vacancies?employer_id=1892311&locale=RU,ТД Алтайталь
9,1940949,https://api.hh.ru/vacancies?employer_id=1940949&locale=RU,ФудЛэнд
9,2508775,https://api.hh.ru/vacancies?employer_id=2508775&locale=RU,Диво Алтая
9,3356643,https://api.hh.ru/vacancies?employer_id=3356643&locale=RU,Единая Служба Газа
9,3388490,https://api.hh.ru/vacancies?employer_id=3388490&locale=RU,Мастер комфорта - производитель Ваших окон
9,3633888,https://api.hh.ru/vacancies?employer_id=3633888&locale=RU,Техагросервис
9,3917602,https://api.hh.ru/vacancies?employer_id=3917602&locale=RU,СпецПромЛит
9,3960161,https://api.hh.ru/vacancies?employer_id=3960161&locale=RU,КГБУЗ АВФД
9,4167397,https://api.hh.ru/vacancies?employer_id=4167397&locale=RU,Торговый центр ЗНАК
9,5073053,https://api.hh.ru/vacancies?employer_id=5073053&locale=RU,ХЛ
9,5254370,https://api.hh.ru/vacancies?employer_id=5254370&locale=RU,НТП Специальная Электроника
9,6056545,https://api.hh.ru/vacancies?employer_id=6056545&locale=RU,МЕЙТАН
9,9028623,https://api.hh.ru/vacancies?employer_id=9028623&locale=RU,МАРКТ
9,9249089,https://api.hh.ru/vacancies?employer_id=9249089&locale=RU,Stellar
9,9520147,https://api.hh.ru/vacancies?employer_id=9520147&locale=RU,Разина Людмила Петровна
9,10429907,https://api.hh.ru/vacancies?employer_id=10429907&locale=RU,Администрация Индустриального района города Барнаула
8,722686,https://api.hh.ru/vacancies?employer_id=722686&locale=RU,Магис-Спорт
8,773080,https://api.hh.ru/vacancies?employer_id=773080&locale=RU,Автоцентр Реал
8,1040392,https://api.hh.ru/vacancies?employer_id=1040392&locale=RU,Барнаульский литейно-механический завод
8,1419018,https://api.hh.ru/vacancies?employer_id=1419018&locale=RU,Ультрамед
8,1711754,https://api.hh.ru/vacancies?employer_id=1711754&locale=RU,МСВ
8,1793757,https://api.hh.ru/vacancies?employer_id=1793757&locale=RU,РЯД-Сервис
8,2563382,https://api.hh.ru/vacancies?employer_id=2563382&locale=RU,Алтай-Пригород
8,2785734,https://api.hh.ru/vacancies?employer_id=2785734&locale=RU,OPTIMA PORTE
8,2920589,https://api.hh.ru/vacancies?employer_id=2920589&locale=RU,Барнаульский завод энергетического оборудования
8,2965799,https://api.hh.ru/vacancies?employer_id=2965799&locale=RU,М2М телематика-Алтай
8,2997838,https://api.hh.ru/vacancies?employer_id=2997838&locale=RU,Строй-Мастер
8,3214255,https://api.hh.ru/vacancies?employer_id=3214255&locale=RU,МБУ Специализированная Похоронная Служба г.Барнаула
8,3484706,https://api.hh.ru/vacancies?employer_id=3484706&locale=RU,СК Созидание
8,3637300,https://api.hh.ru/vacancies?employer_id=3637300&locale=RU,АБК-ЭНЕРГО
8,4272176,https://api.hh.ru/vacancies?employer_id=4272176&locale=RU,Тепличный комбинат Толмачевский ОП Алтайское
8,4497854,https://api.hh.ru/vacancies?employer_id=4497854&locale=RU,МоемГород
8,4601909,https://api.hh.ru/vacancies?employer_id=4601909&locale=RU,Глобалтек
8,5966830,https://api.hh.ru/vacancies?employer_id=5966830&locale=RU,Лихторович Марина Николаевна
8,9282761,https://api.hh.ru/vacancies?employer_id=9282761&locale=RU,УК Мой Дом
8,9299771,https://api.hh.ru/vacancies?employer_id=9299771&locale=RU,Амэйзин Фуд
8,9350829,https://api.hh.ru/vacancies?employer_id=9350829&locale=RU,Мега мебель
8,10606644,https://api.hh.ru/vacancies?employer_id=10606644&locale=RU,Алтайагроснаб
8,10697672,https://api.hh.ru/vacancies?employer_id=10697672&locale=RU,ТК Гермес
8,11679972,https://api.hh.ru/vacancies?employer_id=11679972&locale=RU,Пантеон
7,807523,https://api.hh.ru/vacancies?employer_id=807523&locale=RU,Талтэк
7,826915,https://api.hh.ru/vacancies?employer_id=826915&locale=RU,Барнаульский химический завод
7,831988,https://api.hh.ru/vacancies?employer_id=831988&locale=RU,Тейси
7,1180233,https://api.hh.ru/vacancies?employer_id=1180233&locale=RU,Главное Управление Федеральной Службы Судебных Приставов по Алтайскому Краю
7,1375007,https://api.hh.ru/vacancies?employer_id=1375007&locale=RU,АКТИВ
7,1445001,https://api.hh.ru/vacancies?employer_id=1445001&locale=RU,ПРАЙМ
7,1448053,https://api.hh.ru/vacancies?employer_id=1448053&locale=RU,Барнаульское Городское Топливоснабжающее предприятие
7,1502371,https://api.hh.ru/vacancies?employer_id=1502371&locale=RU,Аарон
7,1895635,https://api.hh.ru/vacancies?employer_id=1895635&locale=RU,Тропин Константин Александрович
7,1945235,https://api.hh.ru/vacancies?employer_id=1945235&locale=RU,УБОЙНЫЙ КОРМ
7,2209615,https://api.hh.ru/vacancies?employer_id=2209615&locale=RU,АЗАС
7,2345549,https://api.hh.ru/vacancies?employer_id=2345549&locale=RU,Барнаул-Моторс+
7,2498014,https://api.hh.ru/vacancies?employer_id=2498014&locale=RU,СИБТРУД
7,2517872,https://api.hh.ru/vacancies?employer_id=2517872&locale=RU,Грузовой центр Медведь
7,2537667,https://api.hh.ru/vacancies?employer_id=2537667&locale=RU,КГБУЗ Алтайская краевая офтальмологическая больница
7,2554313,https://api.hh.ru/vacancies?employer_id=2554313&locale=RU,Форштадтская пивоварня
7,2574138,https://api.hh.ru/vacancies?employer_id=2574138&locale=RU,Сити Бэйкер
7,2578423,https://api.hh.ru/vacancies?employer_id=2578423&locale=RU,EpiCenter
7,2698038,https://api.hh.ru/vacancies?employer_id=2698038&locale=RU,Алтайские макароны
7,2787319,https://api.hh.ru/vacancies?employer_id=2787319&locale=RU,Вкусная жизнь
7,2983827,https://api.hh.ru/vacancies?employer_id=2983827&locale=RU,"Сибирская теплосбытовая компания, Барнаульский филиал"
7,3094742,https://api.hh.ru/vacancies?employer_id=3094742&locale=RU,АН АртКлассик
7,3456965,https://api.hh.ru/vacancies?employer_id=3456965&locale=RU,АлтайКлиматСтрой
7,3853583,https://api.hh.ru/vacancies?employer_id=3853583&locale=RU,РусПром
7,4360723,https://api.hh.ru/vacancies?employer_id=4360723&locale=RU,Региональный оператор Алтайского края Фонд капитального ремонта многоквартирных домов
7,4776044,https://api.hh.ru/vacancies?employer_id=4776044&locale=RU,Пилот
7,4909023,https://api.hh.ru/vacancies?employer_id=4909023&locale=RU,КЧОП Сотня
7,4911584,https://api.hh.ru/vacancies?employer_id=4911584&locale=RU,Кафе Матрёшка
7,5807058,https://api.hh.ru/vacancies?employer_id=5807058&locale=RU,Кривошеин Данила Андреевич
7,8967743,https://api.hh.ru/vacancies?employer_id=8967743&locale=RU,ТПП Алмаз
7,9070421,https://api.hh.ru/vacancies?employer_id=9070421&locale=RU,Управление Алтайского края по государственному регулированию цен и тарифов
7,10400266,https://api.hh.ru/vacancies?employer_id=10400266&locale=RU,Центральная газовая служба
7,11462938,https://api.hh.ru/vacancies?employer_id=11462938&locale=RU,Авангард-Ит
7,11610461,https://api.hh.ru/vacancies?employer_id=11610461&locale=RU,Связь 22
7,11735140,https://api.hh.ru/vacancies?employer_id=11735140&locale=RU,ВИП-АВТО
6,115911,https://api.hh.ru/vacancies?employer_id=115911&locale=RU,Энтерра
6,159758,https://api.hh.ru/vacancies?employer_id=159758&locale=RU,1С-Галэкс
6,200650,https://api.hh.ru/vacancies?employer_id=200650&locale=RU,ЮРКОМП
6,419015,https://api.hh.ru/vacancies?employer_id=419015&locale=RU,KINETICA performance agency
6,732181,https://api.hh.ru/vacancies?employer_id=732181&locale=RU,Союзпечать-Алтай
6,869720,https://api.hh.ru/vacancies?employer_id=869720&locale=RU,Формула М2
6,908008,https://api.hh.ru/vacancies?employer_id=908008&locale=RU,Барнаульская халвичная фабрика
6,1292292,https://api.hh.ru/vacancies?employer_id=1292292&locale=RU,Меркурий
6,1349023,https://api.hh.ru/vacancies?employer_id=1349023&locale=RU,Объединение компаний Алмаз
6,1419210,https://api.hh.ru/vacancies?employer_id=1419210&locale=RU,Агротрак
6,1531750,https://api.hh.ru/vacancies?employer_id=1531750&locale=RU,ПК Котломаш
6,1815886,https://api.hh.ru/vacancies?employer_id=1815886&locale=RU,Успех
6,2085282,https://api.hh.ru/vacancies?employer_id=2085282&locale=RU,Корпорация Tavela
6,2191349,https://api.hh.ru/vacancies?employer_id=2191349&locale=RU,Рост
6,2249594,https://api.hh.ru/vacancies?employer_id=2249594&locale=RU,ТД Контур
6,2610232,https://api.hh.ru/vacancies?employer_id=2610232&locale=RU,Первый центр сварки
6,2625494,https://api.hh.ru/vacancies?employer_id=2625494&locale=RU,Апекс-ССТ
6,2763157,https://api.hh.ru/vacancies?employer_id=2763157&locale=RU,Магистраль
6,2908041,https://api.hh.ru/vacancies?employer_id=2908041&locale=RU,"КГБУЗ Дом ребенка специализированный, г. Барнаул"
6,2931115,https://api.hh.ru/vacancies?employer_id=2931115&locale=RU,КГБУЗ Краевой Центр Медицинской Профилактики
6,2949009,https://api.hh.ru/vacancies?employer_id=2949009&locale=RU,"КГБУЗ Станция скорой медицинской помощи, г. Барнаул"
6,3014604,https://api.hh.ru/vacancies?employer_id=3014604&locale=RU,КГБУСО Комплексный центр социального обслуживания населения города Барнаула
6,3061549,https://api.hh.ru/vacancies?employer_id=3061549&locale=RU,Дверидофф
6,3142130,https://api.hh.ru/vacancies?employer_id=3142130&locale=RU,Рекрутинговое Агентство ДЕЛО
6,3180729,https://api.hh.ru/vacancies?employer_id=3180729&locale=RU,Алтайский экспертно-проектный центр СПЕКТР
6,3216732,https://api.hh.ru/vacancies?employer_id=3216732&locale=RU,Мустанг-Сибирь
6,3428652,https://api.hh.ru/vacancies?employer_id=3428652&locale=RU,Диор
6,3430164,https://api.hh.ru/vacancies?employer_id=3430164&locale=RU,Краевое государственное бюджетное учреждение здравоохранения Городская больница №8 г.Барнаул
6,3526764,https://api.hh.ru/vacancies?employer_id=3526764&locale=RU,Тюленев Дмитрий Александрович
6,3584139,https://api.hh.ru/vacancies?employer_id=3584139&locale=RU,Випкер
6,3702151,https://api.hh.ru/vacancies?employer_id=3702151&locale=RU,Комитет по образованию города Барнаула
6,3723735,https://api.hh.ru/vacancies?employer_id=3723735&locale=RU,СНК
6,3793525,https://api.hh.ru/vacancies?employer_id=3793525&locale=RU,Агроцентр-Плюс
6,3968824,https://api.hh.ru/vacancies?employer_id=3968824&locale=RU,Барнаул РТИ
